Intro,Subject,Verb,Objects
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,สนับสนุน,['คณาจารย์']
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,ผลิต,"['ผล', 'งาน', 'ทาง', 'วิชาการ', 'ใน', 'สาขา']"
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,เฉพาะ,['ด้าน']
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,วิจัย,['และ']
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,พัฒนา,
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,นำ,
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,ประยุกต์,
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,ใช้,
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,สนับสนุน,
Intro 6 - สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,สถาบันเทคโนโลยี แห่ง สุวรรณภูมิ ยัง,พัฒนา,"['ประเทศ', 'ทั้ง', 'ใน', 'ระดับ', 'ชุมชน', 'ภูมิภาค', 'และ', 'ระดับ', 'ประเทศ']"
Intro 7 - สถาบันวิทยสิริเมธี,สถาบันวิทยสิริเมธี   ( อังกฤษ :   Vidyasirimedhi   Institute   of   Science   and   Technology :   VISTEC )  ,เป็น,"['graduate', 'research', 'intensive', 'university']"
Intro 7 - สถาบันวิทยสิริเมธี,สถาบันวิทยสิริเมธี   ( อังกฤษ :   Vidyasirimedhi   Institute   of   Science   and   Technology :   VISTEC )  ,ตั้ง,"['ใน', 'พื้นที่', 'วังจันทร์วัลเลย์', 'ตำบล']"
Intro 7 - สถาบันวิทยสิริเมธี,สถาบันวิทยสิริเมธี   ( อังกฤษ :   Vidyasirimedhi   Institute   of   Science   and   Technology :   VISTEC )  ,ป่ายุบ,"['ใน', 'อำเภอวังจันทร์', 'จังหวัดระยอง', 'ประเทศไทย']"
Intro 7 - สถาบันวิทยสิริเมธี,ก่อตั้ง ขึ้น เมื่อ ปี   พ.ศ.   2558   โดย มูลนิธิพลัง สร้างสรรค์ นวัตกรรม   ( Power   of   Innovation   Foundation :   PIN )   ( ชื่อ,เดิม,
Intro 7 - สถาบันวิทยสิริเมธี,มูลนิธิสถาบันวิทยาศาสตร์และ เทคโนโลยี ระยอง )   ตาม โครงการ,จัดตั้ง,"['สถาบัน', 'อุดมศึกษา', 'และ', 'โรงเรียน', 'วิทยาศาสตร์', 'กลุ่ม ปตท.', 'พื้นที่', 'ภาค', 'ตะวัน', 'ด้วย', 'วิสัยทัศน์']"
Intro 7 - สถาบันวิทยสิริเมธี,มูลนิธิสถาบันวิทยาศาสตร์และ เทคโนโลยี ระยอง )   ตาม โครงการ,สำคัญ,"['ของ', 'ดร.ไพรินทร์ ชูโชติถาวร']"
Intro 7 - สถาบันวิทยสิริเมธี,มูลนิธิสถาบันวิทยาศาสตร์และ เทคโนโลยี ระยอง )   ตาม โครงการ,,
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,มุ่ง,
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,หวัง,['สถาบัน']
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,ติด,"['อันดับ', '1', 'ใน', '50', 'ของ', 'มหาวิทยาลัย']"
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,วิจัย,['ชั้น']
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,นำ,"['ระดับ', 'โลก', '\n', 'ปัจจุบัน', 'V', 'ISTEC']"
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,มี,"['นายอานันท์ ปันยารชุน', 'ดำรง', 'ตำแหน่ง', 'ประธาน']"
Intro 7 - สถาบันวิทยสิริเมธี,คน แรก   ที่,ปรึกษา,"['นโยบาย', 'สถาบันวิทยสิริเมธี']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,มี,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,มุ่งเน้น,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,จัด,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ศึกษา,"['ด้าน', 'วิทยาศาสตร์', 'วิศวกรรมศาสตร์', 'และ', 'เทคโนโลยี']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,มี,"['ศูนย์วิจัยวิทยาศาสตร์และ', 'เทคโนโลยี', 'ชั้น', 'แนว']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,หน้า,"['Frontier', 'Research', 'Center']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,เป็น,"['ศูนย์กลาง', 'ใน']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,เสริมสร้าง,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,เข้มแข็ง,['ทางการ']
Intro 7 - สถาบันวิทยสิริเมธี,โดย,วิจัย,['และ']
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ให้,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,สนับสนุน,"['ด้าน', 'ทุน']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,วิจัย,"['แก่', 'สถาบันฯ']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,เป็น,['ศูนย์']
Intro 7 - สถาบันวิทยสิริเมธี,โดย,รวม,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,วิจัย,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,มี,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,เชี่ยวชาญ,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,สูง,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ช่วย,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ขับ,['เคลื่อน']
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ดำเนิน,"['งาน', 'ด้าน']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ศึกษา,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,วิจัย,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,สร้าง,['นวัตกรรม']
Intro 7 - สถาบันวิทยสิริเมธี,โดย,สร้าง,
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ร่วมมือ,"['ทาง', 'ด้าน']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,วิจัย,"['กับ', 'สถาบัน']"
Intro 7 - สถาบันวิทยสิริเมธี,โดย,ศึกษา,
Intro 7 - สถาบันวิทยสิริเมธี,ภาค ธุรกิจ   ภาค อุตสาหกรรม และ หน่วย งาน ด้าน การ,วิจัย,"['วิทยาศาสตร์และ', 'เทคโนโลยี']"
