Subject,Verb,Objects
วิทยาศาสตร์การแพทย์   การ,ดูแล,"['การเรียนการสอน', 'ใน', 'ระดับ', 'ปริญญา', 'โท', 'และ', 'เอก']"
มหาวิทยาลัยสงขลานครินทร์,มี,['นัก']
มหาวิทยาลัยสงขลานครินทร์,ศึกษา,"['ใน', 'คณะ', 'และ', 'วิทยาลัย']"
มหาวิทยาลัยสงขลานครินทร์,รวม,"['200', 'คน']"
มหาวิทยาลัยสงขลานครินทร์,ทำ,"['การเรียนการสอน', 'หลักสูตร', 'ภาษา', 'ไทย', 'และ', 'หลักสูตร', 'นานา', 'ชาติ', 'และ', 'ภาษา', 'กะเทย', 'ภาค']"
มหาวิทยาลัยสงขลานครินทร์,ปกติ,"['และ', 'ภาค']"
โรงเรียนสามัคคีวิทยาคม   (,ย่อ,"['ส.ว.', 'ค.']"
โรง,ประจำ,"['จังหวัดเชียงราย', 'สามัคคีวิทยาคม']"
โรง,เป็น,"['หน่วย', 'งาน', 'ราชการ', 'ส่วน', 'ภูมิภาค', 'ของ', 'ประเทศไทย']"
ประเภท สถาน,ศึกษา,"['ของ', 'รัฐ']"
ประเภท สถาน,ศึกษา,"['ขั้นพื้นฐาน', 'และ']"
ประเภท สถาน,เป็น,['โรง']
ประเภท สถาน,ประจำ,['จังหวัดเชียงราย']
ประเภท สถาน,มี,['สถานะ']
ประเภท สถาน,เป็น,"['นิติบุคคล', 'มหาชน', 'ตาม', 'กฎหมาย', 'ด้วย', 'ระเบียบ']"
ประเภท สถาน,บริหาร,"['ราชการ', 'กระทรวงศึกษาธิการ']"
ประเภท สถาน,สังกัด,['สำนักงานเขตพื้นที่การ']
ประเภท สถาน,ศึกษา,"['มัธยมศึกษา', 'เขต ', '36', 'สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน', 'กระทรวงศึกษาธิการ', ' \n', 'โรงเรียนสามัคคีวิทยาคม']"
ประเภท สถาน,ก่อตั้ง,"['โดย', 'พระยาศรีสุริยราชวรานุวัตร', 'ศุข', ' ดิษยบุตร', 'ราชการ']"
ประเภท สถาน,จังหวัดเชียงราย,"['พ.ศ.', '2451']"
ประเภท สถาน,ตรง,"['กับ', 'ปี', '41', 'ใน', 'รัชกาล', 'พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว', 'และ']"
ประเภท สถาน,มี,"['อายุ', 'หนึ่ง', 'ศตวรรษ', 'ใน', 'พ.ศ.', '2551']"
ประเภท สถาน,เป็น,['สถาน']
ประเภท สถาน,ศึกษา,"['ของ', 'รัฐ']"
ประเภท สถาน,เป็น,"['อันดับ', '15', 'ของ', 'ประเทศไทย']"
ปัจจุบัน  ,ศึกษา,"['ระดับ', 'มัธยมศึกษา']"
รูปแบบ สหศึกษา   และ,เป็น,['โรง']
รูปแบบ สหศึกษา   และ,เรียน,"['มัธยมศึกษา', 'ขนาด']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,ย่อ,"['ย.ว.', 'อังกฤษ', 'Yupparaj Wittayalai', 'School']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เป็น,['โรง']
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เรียน,"['รัฐบาล', 'แห่ง', 'แรก', 'ของ', 'ภาค', 'เหนือ', 'และ', 'โรง']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เรียน,"['สหศึกษา', 'ของ', 'รัฐบาล']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,สอน,"['ตั้งแต่', 'ระดับ', 'ชั้น', 'มัธยมศึกษา', 'ปี', '1', 'ถึง', '6', 'สังกัด', 'สำนักงานเขตพื้นที่การ']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,ศึกษา,"['มัธยมศึกษา', 'เชียงใหม่', 'สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน', 'กระทรวงศึกษาธิการ']"
โรงเรียนยุพราชวิทยาลัย   ( อักษร,เป็น,['สถาน']
โรงเรียนยุพราชวิทยาลัย   ( อักษร,ศึกษา,"['ใน', 'พระอุปถัมภ์', 'ของ', 'สมเด็จพระเจ้าภคินีเธอ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี   โรง,ก่อตั้ง,"['ใน', 'ปี', 'พ.ศ.', '2432']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี   โรง,มี,"['ชื่อ', 'แรก']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี   โรง,ตั้ง,"['โรง', 'เรียนเมืองนครเชียงใหม่']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,ดำรง,['พระอิสริยศ']
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เป็น,"['สมเด็จพระยุพราช', 'ใน', 'รัชกาล', '5']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,พระราชทาน,"['นาม', 'โรง']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เรียน,['โรงเรียนยุพราชวิทยาลัย']
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,มี,"['ความหมาย', 'โรง']"
และ เมื่อ วัน ที่   24   ธันวาคม   พ.ศ.   2448   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว   ขณะ,เรียน,"['ของ', 'สมเด็จพระยุพราช ', 'สมเด็จพระบรมโอรสาธิราช เจ้าฟ้ามหาวชิราวุธ สยามมกุฎราชกุมาร']"
โรงเรียนพะเยาพิทยาคม  ,เป็น,['โรง']
โรงเรียนพะเยาพิทยาคม  ,เรียน,['รัฐบาล']
โรงเรียนพะเยาพิทยาคม  ,ประจำ,['จังหวัดพะเยา']
โรงเรียนพะเยาพิทยาคม  ,มี,"['ชื่อ', 'ว่า', 'โรง', 'เรียนพะเยา', 'พะเยาพิทยาคม', 'ปัก', 'หน้าอก']"
โรงเรียนพะเยาพิทยาคม  ,เป็น,"['ช.ร.', '๓']"
เพราะ,เป็น,['โรง']
เพราะ,เรียน,"['แห่ง', '๓', 'ของ', 'จังหวัดเชียงราย', 'ใน', 'สมัย']"
ใน ช่วง ปี   พ.ศ.   2513   -   พ.ศ.   2514   ได้,รวม,"['กับ', 'โรงเรียนสตรีพะเยา', 'และ']"
ปัจจุบัน,ศึกษา,"['ระดับ', 'มัธยมศึกษา', 'รูปแบบ', 'สหศึกษา']"
ปัจจุบัน,เป็น,"['สถาน', 'มัธยมศึกษา', 'ขนาด']"
ปัจจุบัน,พิเศษ,['และ']
ปัจจุบัน,เป็น,"['ส่วน', 'ราชการ', 'ใน', 'บังคับ', 'ของ', 'สำนักงานเขตพื้นที่การ', 'ศึกษาพะเยา', 'เขต', '1', 'สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน', 'กระทรวงศึกษาธิการ']"
ปัจจุบัน,มี,['สถานะ']
ปัจจุบัน,เป็น,"['นิติบุคคล', 'ตาม', 'กฎหมาย', 'ด้วย', 'ระเบียบ']"
ปัจจุบัน,บริหาร,"['ราชการ', 'กระทรวงศึกษาธิการ']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ชื่อ,"['โรง', 'เรียนเทพวงศ์']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ตั้ง,"['ระหว่าง', 'วัดพระบาท', 'และ', 'วัดมิ่งเมือง', 'ใน', 'สมัย']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ก่อตั้ง,"['พ.ศ.', '2444']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ตั้ง,"['หน้า', 'จวน']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ว่าราชการ,"['จังหวัด', 'ปัจจุบัน']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,เป็น,"['โรงเรียนนารีรัตน์', 'จังหวัดแพร่', 'และ', 'ราชการ', 'ใน', 'สมัย']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,เป็น,"['พระยานิกรกิตติการ', 'กั๊ก ศรีเพ็ญ']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,เห็น,['พื้นที่']
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,เดิม,['คับแคบ']
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ติด,"['ปัจจุบัน', 'ถนนยันตรกิจโกศล']"
โรงเรียนพิริยาลัยจังหวัดแพร่   ( คำ เมือง :   ᩁ ᩰ ᩫ ᩠ ᨦ ᩁ ᩠ ᨿ ᩁ ᨻ ᩥ ᩁ ᩥ ᩠ ᨿ ᩣ ᩃ ᩲ ᩠ ᨿ ᨧ ᩢ ᩠ ᨦ ᩉ ᩠ ᩅ ᩢ ᨯ ᨻ ᩯ ᩵ ᩖ )   แต่ เดิม,ก่อสร้าง,['โรง']
โรงเรียนบุญวาทย์วิทยาลัย   ( อักษร,ย่อ,"['บ.ว.', 'ภาษา', 'อังกฤษ', 'Bunyawat Witthayalai', 'School', 'ใน', 'พระอุปถัมภ์']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เป็น,['โรง']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เรียน,['มัธยมศึกษา']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,ประจำ,"['จังหวัดลำปาง', 'และ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เป็น,['โรง']
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,เรียน,"['มัธยมศึกษา', 'ขนาด']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,พิเศษ,"['แบบ', 'สหศึกษา']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,สอน,"['ตั้งแต่', 'ระดับ', 'ชั้น', 'มัธยมศึกษา', 'ปี', '1', 'ถึง', '6', 'สังกัด', 'สำนักงานเขตพื้นที่การ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,ศึกษา,"['มัธยมศึกษา', 'เขต 35', 'ลำปาง', 'ลำพูน', 'สำนักงานคณะกรรมการการศึกษาขั้นพื้นฐาน', 'กระทรวงศึกษาธิการ']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,ตั้ง,"['ที่', 'เลข', '230', 'ถนนพหลโยธิน', 'ตำบลหัวเวียง', 'อำเภอเมืองลำปาง']"
เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภา พัณณวดี,มี,"['พื้นที่', '44', 'ไร่', '3', 'งาน', '54', 'ตาราง', 'วา']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เป็น,['โรง']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เรียน,['มัธยมศึกษา']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ประจำ,['จังหวัดลำพูน']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,คู่,"['กับ', 'โรง']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เรียน,"['ส่วน', 'บุญโญปถัมภ์', 'ลำพูน', 'ใน', 'สังกัด', 'สำนักงานเขตพื้นที่การ']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ศึกษา,"['มัธยมศึกษา', 'เขต ', '35']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เป็น,['โรง']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,เรียน,"['มัธยม', 'ของ', 'รัฐ', 'ขนาด']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ใหญ่,['ตั้ง']
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,อยู่,"['เลข', '426', 'ถนนเจริญราษฎร์']"
โรงเรียนจักรคำคณาทร จังหวัดลำพูน  ,ตำบลในเมือง,['อำเภอเมืองลำพูน']
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,เรียน,"['ของ', 'มัธยมศึกษา', 'ตอน']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,มี,"['45', 'ห้อง']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,เรียน,"['และ', 'ห้อง']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,เรียน,"['ของ', 'มัธยมศึกษา', 'ตอน', 'ปลาย']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,มี,"['42', 'ห้อง']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,รวม,"['87', 'ห้อง']"
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,เป็น,['โรง']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,เรียน,"['สหศึกษา', 'ระดับ', 'มัธยมศึกษา']"
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,สังกัด,['สำนักงานคณะกรรมการการอุดมศึกษา']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,อยู่,['ใน']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,ดูแล,"['ของ', 'มหาวิทยาลัยนเรศวร']"
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,ก่อตั้ง,"['เมื่อ', 'ปี', 'พ.ศ.', '2548', 'โดย', 'มติ', 'ของ', 'สภา', 'มหาวิทยาลัยนเรศวร']"
เพื่อ,เป็น,['สถานที่']
เพื่อ,ฝึกสอน,"['ของ', 'นิสิต', 'คณะศึกษาศาสตร์', 'ของ', 'มหาวิทยาลัย', 'และ']"
เพื่อ,จัด,"['การเรียนการสอน', 'ตาม', 'แนว', 'ศิลปศาสตร์', 'Liberal', 'Arts', 'Education']"
เพื่อ,มี,"['ผศ.ดร.คงศักดิ์', ' พร้อมเทพ']"
เพื่อ,ท่าน,"['แรก', 'โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร']"
เพื่อ,ตั้ง,"['ที่', 'ถนนสนามบิน', 'หมู่', '1']"
เพื่อ,ตั้ง,"['ของ', 'มหาวิทยาลัยนเรศวร', 'ส่วน', 'สนามบิน']"
เพื่อ,มี,"['พื้นที่', '60', 'ไร่']"
มหาวิทยาลัยราชภัฏเชียงราย     ( อังกฤษ :   Chiang Rai Rajabhat University )  ,เป็น,"['มหาวิทยาลัย', 'ของ', 'รัฐ']"
มหาวิทยาลัยราชภัฏเชียงราย     ( อังกฤษ :   Chiang Rai Rajabhat University )  ,ตั้ง,"['ที่', 'ตำบลบ้านดู่', 'อำเภอเมืองเชียงราย']"
จังหวัดเชียงราย  ,ก่อตั้ง,"['เมื่อ', 'ปี', 'พุทธศักราช', '2512', 'ใน', 'นาม', 'ชื่อ', 'โรง']"
จังหวัดเชียงราย  ,ฝึกหัด,"['ครู', 'ประกาศนียบัตร', 'วิชา']"
จังหวัดเชียงราย  ,ศึกษา,"['เชียงราย', 'ถึง', 'ปี', 'พุทธศักราช', '2516']"
จังหวัดเชียงราย  ,เป็น,['วิทยาลัยครูเชียงราย']
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,ย่อ,"['มรภ.นศ.', 'หรือ']"
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,เรียก,['ราชภัฏนครฯ']
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ใน', 'กลุ่ม', 'มหาวิทยาลัยราชภัฏ']"
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,ก่อตั้ง,"['ใน', 'ชื่อ', 'โรง']"
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,ฝึกหัด,"['ครู', 'นครศรีธรรมราช']"
เมื่อ วัน ที่   9   มกราคม   พ.ศ.   2500  ,ตั้ง,"['ที่', 'ตำบลท่างิ้ว', 'อำเภอเมืองนครศรีธรรมราช']"
"จังหวัดนครศรีธรรมราช
 ปัจจุบัน",ครอบคลุม,"['ทาง', 'ด้าน', 'สังคมศาสตร์และมนุษยศาสตร์', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
"จังหวัดนครศรีธรรมราช
 ปัจจุบัน",ประกอบ,"['ด้วย', '5', '1', 'วิทยาลัย', '1', 'สถาบัน', 'จำนวน', 'หลักสูตร', 'ระดับ', 'จำนวน', '53', 'หลักสูตร']"
"จังหวัดนครศรีธรรมราช
 ปัจจุบัน",เป็น,"['ระดับ', 'ปริญญา', 'ตรี', '43', 'หลักสูตร', 'ประกาศนียบัตร', 'บัณฑิต', '1', 'หลักสูตร', 'ปริญญา', 'โท', '8', 'หลักสูตร', 'และ', 'ปริญญา', 'เอก', '2', 'หลักสูตร']"
นอก จาก นี้ มหาวิทยาลัยราชภัฏนครศรีธรรมราช  ,เป็น,"['อันดับ', '69', 'ของ', 'ประเทศไทย']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ย่อ,"['มรภ.พน.', '–', 'PNRU']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ของ', 'รัฐ', 'ใน', 'ประเทศไทย']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,จัด,"['ใน', 'กลุ่ม', 'มหาวิทยาลัยราชภัฏ']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ตั้ง,"['ใน', 'เขตบางเขน', 'กรุงเทพมหานคร']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,สอน,"['เมื่อ', 'ปี', 'พ.ศ.', '2435']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,เป็น,['สถาน']
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ศึกษา,['ด้าน']
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ฝึกหัด,"['ครู', 'แห่ง', 'แรก', 'ของ', 'ประเทศ', 'ไทย']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ย่อ,"['มรพส.', 'PSRU']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'ของ', 'รัฐ', 'ใน', 'กลุ่ม', 'มหาวิทยาลัยราชภัฏ']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ตั้ง,"['ใน', 'จังหวัดพิษณุโลก']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,เริ่ม,['ก่อน']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ตั้ง,"['ใน', 'ปี', 'พ.ศ.', '2464', 'ใน', 'นาม', 'โรงเรียนพิษณุโลก', 'วิทยายน']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,มี,['ประวัติ']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,เปลี่ยนแปลง,"['ต่อ', 'และ']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,เป็น,['สถาบัน']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,มี,"['ชื่อเสียง', 'ใน']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ผลิต,"['บุคคลากร', 'ทาง']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ศึกษา,"['ของ', 'ประเทศ']"
มหาวิทยาลัยราชภัฏภูเก็ต   ( อังกฤษ :   Phuket Rajabhat University )  ,ตั้ง,"['ณ', 'ต.รัษฎา']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,เป็น,"['ที่ดิน', 'ของ', 'องค์การบริหารส่วนจังหวัดภูเก็ต', '78', 'ไร่', 'ที่ดิน']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,บริจาค,"['จาก', 'ขุนเลิศ', 'โภคารักษ์', 'และ', 'ทายาท', '273', 'ไร่', 'และ']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,รับ,"['บริจาค', 'จาก', 'นายโสภณ เอกวานิช', '3', 'ไร่', '78', 'ตาราง', 'วา']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,เป็น,['ภาค']
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,เป็น,"['ระดับ', 'ปริญญา', 'ตรี', 'จันทร์', 'ศุกร์', 'และ', 'ระดับ', 'ปริญาตรี', 'เสาร์', 'อาทิตย์', 'และ', 'ภาค']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,ได้แก่,"['ระดับ', 'ประกาศนียบัตร', 'บัณฑิต', 'ระดับ', 'ประกาศนียบัตร', 'บัณฑิต', 'ชั้น']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,สูง,"['ระดับ', 'ปริญญา', 'โท', 'และ', 'ระดับ', 'ปริญญา', 'เอก']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",ย่อ,"['มรม.', '–', 'RMU']"
