Subject,Verb,Objects
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,เรียน,"['มัธยมศึกษา', 'ตอน']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,มี,['ห้อง']
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,เรียน,['ห้อง']
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,เรียน,"['มัธยมศึกษา', 'ตอน', 'ปลาย']"
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,มี,['ห้อง']
จังหวัดลำพูน   ( ใน เขต เทศบาลเมืองลำพูน )   บน เนื้อที่   37   ไร่   3   งาน   17.80   ตาราง วา   ปัจจุบัน ห้อง,รวม,['ห้อง']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,เป็น,['โรง']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,เรียน,"['สหศึกษา', 'ระดับ', 'มัธยมศึกษา']"
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,สังกัด,['สำนักงานคณะกรรมการการอุดมศึกษา']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,ดูแล,['มหาวิทยาลัยนเรศวร']
โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร  ,ก่อตั้ง,"['ปี', 'พ.ศ.', '2548', 'มติ', 'สภา', 'มหาวิทยาลัยนเรศวร']"
เพื่อ,เป็น,['สถานที่']
เพื่อ,ฝึกสอน,"['นิสิต', 'คณะศึกษาศาสตร์', 'มหาวิทยาลัย']"
เพื่อ,จัด,"['การเรียนการสอน', 'แนว', 'ศิลปศาสตร์', 'Liberal', 'Arts', 'Education']"
เพื่อ,มี,"['ผศ.ดร.คงศักดิ์', ' พร้อมเทพ']"
เพื่อ,ท่าน,['โรงเรียนมัธยมสาธิตมหาวิทยาลัยนเรศวร']
เพื่อ,ตั้ง,"['ถนนสนามบิน', 'หมู่']"
เพื่อ,ตั้ง,"['มหาวิทยาลัยนเรศวร', 'ส่วน', 'สนามบิน']"
เพื่อ,มี,['พื้นที่']
มหาวิทยาลัยราชภัฏเชียงราย     ( อังกฤษ :   Chiang Rai Rajabhat University )  ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
มหาวิทยาลัยราชภัฏเชียงราย     ( อังกฤษ :   Chiang Rai Rajabhat University )  ,ตั้ง,"['ตำบลบ้านดู่', 'อำเภอเมืองเชียงราย']"
จังหวัดเชียงราย  ,ก่อตั้ง,"['ปี', 'พุทธศักราช', '2512', 'นาม', 'ชื่อ', 'โรง']"
จังหวัดเชียงราย  ,ฝึกหัด,"['ครู', 'ประกาศนียบัตร', 'วิชา']"
จังหวัดเชียงราย  ,ศึกษา,"['เชียงราย', 'ปี', 'พุทธศักราช', '2516']"
จังหวัดเชียงราย  ,เป็น,['วิทยาลัยครูเชียงราย']
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,ย่อ,['มรภ.นศ.']
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,เรียก,['ราชภัฏนครฯ']
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'กลุ่ม', 'มหาวิทยาลัยราชภัฏ']"
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,ก่อตั้ง,"['ชื่อ', 'โรง']"
มหาวิทยาลัยราชภัฏนครศรีธรรมราช   ( อังกฤษ :   Nakhon  Si   Thammarat   Rajabhat University ;   อักษร,ฝึกหัด,"['ครู', 'นครศรีธรรมราช']"
เมื่อ วัน ที่   9   มกราคม   พ.ศ.   2500  ,ตั้ง,"['ตำบลท่างิ้ว', 'อำเภอเมืองนครศรีธรรมราช']"
"จังหวัดนครศรีธรรมราช
 ปัจจุบัน",ครอบคลุม,"['ด้าน', 'สังคมศาสตร์และมนุษยศาสตร์', 'วิทยาศาสตร์และ', 'เทคโนโลยี']"
"จังหวัดนครศรีธรรมราช
 ปัจจุบัน",ประกอบ,"['จำนวน', 'หลักสูตร', 'ระดับ', 'จำนวน']"
"จังหวัดนครศรีธรรมราช
 ปัจจุบัน",เป็น,"['ระดับ', 'ปริญญา', 'ตรี', 'ประกาศนียบัตร', 'บัณฑิต', 'ปริญญา', 'โท', 'ปริญญา', 'เอก']"
นอก จาก นี้ มหาวิทยาลัยราชภัฏนครศรีธรรมราช  ,เป็น,"['อันดับ', 'ประเทศไทย']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ย่อ,"['มรภ.พน.', '–', 'PNRU']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'ประเทศไทย']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,จัด,"['กลุ่ม', 'มหาวิทยาลัยราชภัฏ']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ตั้ง,"['เขตบางเขน', 'กรุงเทพมหานคร']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,สอน,"['ปี', 'พ.ศ.', '2435']"
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,เป็น,['สถาน']
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ศึกษา,['ด้าน']
มหาวิทยาลัยราชภัฏพระนคร   ( อังกฤษ :   Phranakhon Rajabhat University ;   อักษร,ฝึกหัด,"['ครู', 'ประเทศ', 'ไทย']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ย่อ,"['มรพส.', 'PSRU']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,เป็น,"['มหาวิทยาลัย', 'รัฐ', 'กลุ่ม', 'มหาวิทยาลัยราชภัฏ']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ตั้ง,['จังหวัดพิษณุโลก']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ตั้ง,"['ปี', 'พ.ศ.', '2464', 'นาม', 'โรงเรียนพิษณุโลก', 'วิทยายน']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,มี,['ประวัติ']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,เป็น,['สถาบัน']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,มี,['ชื่อเสียง']
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ผลิต,"['บุคคลากร', 'ทาง']"
มหาวิทยาลัยราชภัฏพิบูลสงคราม   ( อังกฤษ :   Pibulsongkram Rajabhat University ;   อักษร,ศึกษา,['ประเทศ']
มหาวิทยาลัยราชภัฏภูเก็ต   ( อังกฤษ :   Phuket Rajabhat University )  ,ตั้ง,['ต.รัษฎา']
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,เป็น,"['ที่ดิน', 'องค์การบริหารส่วนจังหวัดภูเก็ต', 'ที่ดิน']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,บริจาค,"['ขุนเลิศ', 'โภคารักษ์', 'ทายาท']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,รับ,"['บริจาค', 'นายโสภณ เอกวานิช', 'ตาราง', 'วา']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,เป็น,['ภาค']
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,คือ,"['ระดับ', 'ปริญญา', 'ตรี', 'จันทร์', 'ศุกร์', 'ระดับ', 'ปริญาตรี', 'เสาร์', 'อาทิตย์', 'ภาค']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,ได้แก่,"['ระดับ', 'ประกาศนียบัตร', 'บัณฑิต', 'ระดับ', 'ประกาศนียบัตร', 'บัณฑิต', 'ชั้น']"
อ.เมือง   จังหวัดภูเก็ต   บน ที่ดิน เนื้อที่ ประมาณ   354   ไร่   78   ตาราง วา   ซึ่ง,สูง,"['ระดับ', 'ปริญญา', 'โท', 'ระดับ', 'ปริญญา', 'เอก']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",ย่อ,"['มรม.', '–', 'RMU']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",เป็น,"['สถาบัน', 'อุดมศึกษา', 'รัฐ', 'จังหวัดมหาสารคาม']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",พัฒนา,"['วิทยาลัย', 'ครูมหาสารคาม']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",สถาปนา,"['ปี', 'พ.ศ.', '2505', 'สถาบัน', 'ราชภัฏมหาสารคาม', 'ปี', 'พ.ศ.', '2535', 'มหาวิทยาลัย']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",ตั้ง,"['ตัวเมือง', 'มหาสารคาม']"
"มหาวิทยาลัยราชภัฏมหาสารคาม     ( อังกฤษ :   Rajabhat   Maha Sarakham     University ,   อักษร",ใกล้,['มหาวิทยาลัยมหาสารคาม']
มหาวิทยาลัยราชภัฏร้อยเอ็ด   ( อังกฤษ :   Roi   Et Rajabhat University )  ,สอน,"['ระดับ', 'ปริญญา', 'ตรี', 'ปริญญา', 'โท', 'ปริญญา', 'เอก']"
ได้,จัดตั้ง,"['นายสุขวิช รังสิตพล', 'รัฐมนตรี', 'ว่าการ', 'กระทรวงศึกษาธิการ', 'ขณะ']"
ได้,กระจาย,"['โอกาส', 'ทาง']"
ได้,ศึกษา,"['ประชากร', 'ระดับ', 'ภูมิภาค']"
โดย,พร้อม,"['สถาบันราชภัฏ', 'สถาบันราชภัฏชัยภูมิ', 'สถาบันราชภัฏศรีสะเกษ', 'สถาบัน', 'ราชภัฏนครพนม', 'ปัจจุบัน']"
โดย,รวม,"['มหาวิทยาลัยนครพนม', 'สถาบันราชภัฏกาฬสินธุ์', 'ปัจจุบัน']"
โดย,เป็น,"['มหาวิทยาลัยกาฬสินธุ์', ')\n\n']"
โดย,ศึกษา,['มหาวิทยาลัยราชภัฏร้อยเอ็ด']
โดย,รับ,"['พระราชทาน', 'ปริญญาบัตร', 'พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช', 'บรมนาถบพิตร', 'ทรง', 'พระกรุณา', 'โปรดเกล้า', 'พระราชทาน', 'พระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว', 'เสด็จพระราชดำเนิน']"
โดย,แทน,['พระองค์']
โดย,ประจำ,"['หอประชุมมหาวชิราลง', 'กรณ', 'มหาวิทยาลัยราชภัฏสกลนคร']"
มหาวิทยาลัยราชภัฏรำไพพรรณี   ( อังกฤษ :   Rambhai Barni Rajabhat University )  ,เป็น,"['สถาบัน', 'อุดมศึกษา']"
มหาวิทยาลัยราชภัฏรำไพพรรณี   ( อังกฤษ :   Rambhai Barni Rajabhat University )  ,สังกัด,"['สำนักงานคณะกรรมการ', 'อุดมศึกษา', 'กระทรวงศึกษาธิการ']"
มหาวิทยาลัยราชภัฏรำไพพรรณี   ( อังกฤษ :   Rambhai Barni Rajabhat University )  ,ตั้ง,"['เลข', 'อำเภอเมืองจันทบุรี']"
มหาวิทยาลัยราชภัฏรำไพพรรณี   ( อังกฤษ :   Rambhai Barni Rajabhat University )  ,ห่าง,"['ตัวเมืองจันทบุรี', 'บริเวณ']"
มหาวิทยาลัยราชภัฏรำไพพรรณี   ( อังกฤษ :   Rambhai Barni Rajabhat University )  ,ไร่,['ยา']
ด้าน หนึ่ง ของ มหาวิทยาลัย,ติด,['ถนนรักศักดิ์ชมูล']
อีก ด้าน หนึ่ง,ติด,['ถนนสุขุมวิท']
อีก ด้าน หนึ่ง,มี,"['เนื้อที่', 'งาน']"
มหาวิทยาลัยราชภัฏลำปาง     ( อังกฤษ :   Lampang Rajabhat University )  ,เป็น,"['มหาวิทยาลัย', 'รัฐ']"
มหาวิทยาลัยราชภัฏลำปาง     ( อังกฤษ :   Lampang Rajabhat University )  ,ตั้ง,['อำเภอเมืองลำปาง']
จังหวัดลำปาง   มหาวิทยาลัยราชภัฏลำปาง,มี,['ชื่อ']
จังหวัดลำปาง   มหาวิทยาลัยราชภัฏลำปาง,เดิม,['วิทยาลัยครูลำปาง']
จังหวัดลำปาง   มหาวิทยาลัยราชภัฏลำปาง,ก่อตั้ง,"['วัน', 'มิถุนายน', 'พ.ศ.', '2514']"
จังหวัดลำปาง   มหาวิทยาลัยราชภัฏลำปาง,ตั้ง,"['เลข', 'ถนนลำปาง', 'แม่ทะ', 'บ้านหนองหัวหงอก']"
